site_spp_slug,site_slug,commonName,scientificName,spp_slug,spring,summer,fall,winter,season,aou,bnc
jordan-lake-state-recreation-area-new-hope-passerina-caerulea,jordan-lake-state-recreation-area-new-hope,Blue Grosbeak,Passerina caerulea,passerina-caerulea,5,5,5,0,5550,1763,491
jordan-lake-state-recreation-area-new-hope-passerina-cyanea,jordan-lake-state-recreation-area-new-hope,Indigo Bunting,Passerina cyanea,passerina-cyanea,5,5,5,0,5550,1765,493
jordan-lake-state-recreation-area-new-hope-petrochelidon-pyrrhonota,jordan-lake-state-recreation-area-new-hope,Cliff Swallow,Petrochelidon pyrrhonota,petrochelidon-pyrrhonota,5,5,5,0,5550,1329,387
jordan-lake-state-recreation-area-new-hope-phalacrocorax-auritus,jordan-lake-state-recreation-area-new-hope,Double-crested Cormorant,Phalacrocorax auritus,phalacrocorax-auritus,5,5,5,5,5555,209,131
jordan-lake-state-recreation-area-new-hope-pheucticus-ludovicianus,jordan-lake-state-recreation-area-new-hope,Rose-breasted Grosbeak,Pheucticus ludovicianus,pheucticus-ludovicianus,4,0,4,0,4040,1759,489
jordan-lake-state-recreation-area-new-hope-picoides-pubescens,jordan-lake-state-recreation-area-new-hope,Downy Woodpecker,Picoides pubescens,picoides-pubescens,5,5,5,5,5555,963,358
jordan-lake-state-recreation-area-new-hope-picoides-villosus,jordan-lake-state-recreation-area-new-hope,Hairy Woodpecker,Picoides villosus,picoides-villosus,4,4,4,4,4444,964,359
jordan-lake-state-recreation-area-new-hope-pipilo-erythrophthalmus,jordan-lake-state-recreation-area-new-hope,Eastern Towhee,Pipilo erythrophthalmus,pipilo-erythrophthalmus,5,5,5,5,5555,1689,498
jordan-lake-state-recreation-area-new-hope-piranga-olivacea,jordan-lake-state-recreation-area-new-hope,Scarlet Tanager,Piranga olivacea,piranga-olivacea,5,4,5,0,5450,1956,486
jordan-lake-state-recreation-area-new-hope-piranga-rubra,jordan-lake-state-recreation-area-new-hope,Summer Tanager,Piranga rubra,piranga-rubra,5,5,5,0,5550,1955,485
jordan-lake-state-recreation-area-new-hope-podiceps-auritus,jordan-lake-state-recreation-area-new-hope,Horned Grebe,Podiceps auritus,podiceps-auritus,4,0,0,4,4004,1986,101
jordan-lake-state-recreation-area-new-hope-podiceps-grisegena,jordan-lake-state-recreation-area-new-hope,Red-necked Grebe,Podiceps grisegena,podiceps-grisegena,1,0,0,1,1001,1987,102
jordan-lake-state-recreation-area-new-hope-podiceps-nigricollis,jordan-lake-state-recreation-area-new-hope,Eared Grebe,Podiceps nigricollis,podiceps-nigricollis,1,0,1,1,1011,1985,103
jordan-lake-state-recreation-area-new-hope-podilymbus-podiceps,jordan-lake-state-recreation-area-new-hope,Pied-billed Grebe,Podilymbus podiceps,podilymbus-podiceps,5,2,5,5,5255,138,100
jordan-lake-state-recreation-area-new-hope-poecile-carolinensis,jordan-lake-state-recreation-area-new-hope,Carolina Chickadee,Poecile carolinensis,poecile-carolinensis,5,5,5,5,5555,1333,396
jordan-lake-state-recreation-area-new-hope-polioptila-caerulea,jordan-lake-state-recreation-area-new-hope,Blue-gray Gnatcatcher,Polioptila caerulea,polioptila-caerulea,5,5,5,1,5551,2010,411
jordan-lake-state-recreation-area-new-hope-pooecetes-gramineus,jordan-lake-state-recreation-area-new-hope,Vesper Sparrow,Pooecetes gramineus,pooecetes-gramineus,0,0,1,1,0011,1710,505
jordan-lake-state-recreation-area-new-hope-progne-subis,jordan-lake-state-recreation-area-new-hope,Purple Martin,Progne subis,progne-subis,5,5,5,0,5550,1311,383
jordan-lake-state-recreation-area-new-hope-protonotaria-citrea,jordan-lake-state-recreation-area-new-hope,Prothonotary Warbler,Protonotaria citrea,protonotaria-citrea,5,5,5,0,5550,1577,471
jordan-lake-state-recreation-area-new-hope-quiscalus-quiscula,jordan-lake-state-recreation-area-new-hope,Common Grackle,Quiscalus quiscula,quiscalus-quiscula,5,5,5,5,5555,1786,536
jordan-lake-state-recreation-area-new-hope-regulus-calendula,jordan-lake-state-recreation-area-new-hope,Ruby-crowned Kinglet,Regulus calendula,regulus-calendula,5,0,4,5,5045,1403,410
jordan-lake-state-recreation-area-new-hope-regulus-satrapa,jordan-lake-state-recreation-area-new-hope,Golden-crowned Kinglet,Regulus satrapa,regulus-satrapa,5,0,4,5,5045,1402,409
jordan-lake-state-recreation-area-new-hope-riparia-riparia,jordan-lake-state-recreation-area-new-hope,Bank Swallow,Riparia riparia,riparia-riparia,2,0,2,0,2020,1328,386
jordan-lake-state-recreation-area-new-hope-sayornis-phoebe,jordan-lake-state-recreation-area-new-hope,Eastern Phoebe,Sayornis phoebe,sayornis-phoebe,5,5,5,2,5552,1154,371
jordan-lake-state-recreation-area-new-hope-seiurus-aurocapilla,jordan-lake-state-recreation-area-new-hope,Ovenbird,Seiurus aurocapilla,seiurus-aurocapilla,5,5,5,0,5550,1580,474
jordan-lake-state-recreation-area-new-hope-parkesia-motacilla,jordan-lake-state-recreation-area-new-hope,Louisiana Waterthrush,Parkesia motacilla,parkesia-motacilla,5,5,3,0,5530,1582,476
jordan-lake-state-recreation-area-new-hope-parkesia-noveboracensis,jordan-lake-state-recreation-area-new-hope,Northern Waterthrush,Parkesia noveboracensis,parkesia-noveboracensis,4,0,4,0,4040,1581,475
jordan-lake-state-recreation-area-new-hope-setophaga-ruticilla,jordan-lake-state-recreation-area-new-hope,American Redstart,Setophaga ruticilla,setophaga-ruticilla,5,5,5,0,5550,1576,470
jordan-lake-state-recreation-area-new-hope-sialia-sialis,jordan-lake-state-recreation-area-new-hope,Eastern Bluebird,Sialia sialis,sialia-sialis,5,5,5,5,5555,1428,413
jordan-lake-state-recreation-area-new-hope-sitta-canadensis,jordan-lake-state-recreation-area-new-hope,Red-breasted Nuthatch,Sitta canadensis,sitta-canadensis,3,0,3,3,3033,1347,398
jordan-lake-state-recreation-area-new-hope-sitta-carolinensis,jordan-lake-state-recreation-area-new-hope,White-breasted Nuthatch,Sitta carolinensis,sitta-carolinensis,5,5,5,5,5555,1348,399
jordan-lake-state-recreation-area-new-hope-sitta-pusilla,jordan-lake-state-recreation-area-new-hope,Brown-headed Nuthatch,Sitta pusilla,sitta-pusilla,5,5,5,5,5555,1350,400
jordan-lake-state-recreation-area-new-hope-sphyrapicus-varius,jordan-lake-state-recreation-area-new-hope,Yellow-bellied Sapsucker,Sphyrapicus varius,sphyrapicus-varius,4,0,4,4,4044,956,356
jordan-lake-state-recreation-area-new-hope-spizella-passerina,jordan-lake-state-recreation-area-new-hope,Chipping Sparrow,Spizella passerina,spizella-passerina,5,5,5,5,5555,1705,502
jordan-lake-state-recreation-area-new-hope-spizella-pusilla,jordan-lake-state-recreation-area-new-hope,Field Sparrow,Spizella pusilla,spizella-pusilla,4,4,4,4,4444,1707,504
jordan-lake-state-recreation-area-new-hope-stelgidopteryx-serripennis,jordan-lake-state-recreation-area-new-hope,Northern Rough-winged Swallow,Stelgidopteryx serripennis,stelgidopteryx-serripennis,4,4,4,0,4440,1326,385
jordan-lake-state-recreation-area-new-hope-sterna-forsteri,jordan-lake-state-recreation-area-new-hope,Forster's Tern,Sterna forsteri,sterna-forsteri,3,0,3,3,3033,503,305
jordan-lake-state-recreation-area-new-hope-sterna-hirundo,jordan-lake-state-recreation-area-new-hope,Common Tern,Sterna hirundo,sterna-hirundo,3,0,3,0,3030,501,303
jordan-lake-state-recreation-area-new-hope-strix-varia,jordan-lake-state-recreation-area-new-hope,Barred Owl,Strix varia,strix-varia,4,4,4,4,4444,696,338
jordan-lake-state-recreation-area-new-hope-sturnella-magna,jordan-lake-state-recreation-area-new-hope,Eastern Meadowlark,Sturnella magna,sturnella-magna,4,4,4,4,4444,1779,530
jordan-lake-state-recreation-area-new-hope-sturnus-vulgaris,jordan-lake-state-recreation-area-new-hope,European Starling,Sturnus vulgaris,sturnus-vulgaris,5,5,5,5,5555,1509,434
jordan-lake-state-recreation-area-new-hope-tachycineta-bicolor,jordan-lake-state-recreation-area-new-hope,Tree Swallow,Tachycineta bicolor,tachycineta-bicolor,5,2,5,1,5251,1318,384
jordan-lake-state-recreation-area-new-hope-thryothorus-ludovicianus,jordan-lake-state-recreation-area-new-hope,Carolina Wren,Thryothorus ludovicianus,thryothorus-ludovicianus,5,5,5,5,5555,1378,402
jordan-lake-state-recreation-area-new-hope-toxostoma-rufum,jordan-lake-state-recreation-area-new-hope,Brown Thrasher,Toxostoma rufum,toxostoma-rufum,4,4,4,4,4444,1492,425
jordan-lake-state-recreation-area-new-hope-tringa-flavipes,jordan-lake-state-recreation-area-new-hope,Lesser Yellowlegs,Tringa flavipes,tringa-flavipes,2,0,2,0,2020,406,240
jordan-lake-state-recreation-area-new-hope-tringa-melanoleuca,jordan-lake-state-recreation-area-new-hope,Greater Yellowlegs,Tringa melanoleuca,tringa-melanoleuca,4,0,4,0,4040,403,239
jordan-lake-state-recreation-area-new-hope-tringa-solitaria,jordan-lake-state-recreation-area-new-hope,Solitary Sandpiper,Tringa solitaria,tringa-solitaria,3,0,3,0,3030,399,242
jordan-lake-state-recreation-area-new-hope-troglodytes-aedon,jordan-lake-state-recreation-area-new-hope,House Wren,Troglodytes aedon,troglodytes-aedon,5,5,5,3,5553,1384,405
jordan-lake-state-recreation-area-new-hope-troglodytes-hiemalis,jordan-lake-state-recreation-area-new-hope,Winter Wren,Troglodytes hiemalis,troglodytes-hiemalis,2,0,2,2,2022,2066,406
jordan-lake-state-recreation-area-new-hope-turdus-migratorius,jordan-lake-state-recreation-area-new-hope,American Robin,Turdus migratorius,turdus-migratorius,5,5,5,5,5555,1472,421
jordan-lake-state-recreation-area-new-hope-tyrannus-tyrannus,jordan-lake-state-recreation-area-new-hope,Eastern Kingbird,Tyrannus tyrannus,tyrannus-tyrannus,5,5,5,0,5550,1196,378
jordan-lake-state-recreation-area-new-hope-oreothlypis-celata,jordan-lake-state-recreation-area-new-hope,Orange-crowned Warbler,Oreothlypis celata,oreothlypis-celata,0,0,1,1,0011,1536,447
jordan-lake-state-recreation-area-new-hope-vermivora-chrysoptera,jordan-lake-state-recreation-area-new-hope,Golden-winged Warbler,Vermivora chrysoptera,vermivora-chrysoptera,0,0,1,0,0010,1534,445
jordan-lake-state-recreation-area-new-hope-oreothlypis-peregrina,jordan-lake-state-recreation-area-new-hope,Tennessee Warbler,Oreothlypis peregrina,oreothlypis-peregrina,1,0,3,0,1030,1535,446
jordan-lake-state-recreation-area-new-hope-vermivora-cyanoptera,jordan-lake-state-recreation-area-new-hope,Blue-winged Warbler,Vermivora cyanoptera,vermivora-cyanoptera,3,0,3,0,3030,1533,444
jordan-lake-state-recreation-area-new-hope-oreothlypis-ruficapilla,jordan-lake-state-recreation-area-new-hope,Nashville Warbler,Oreothlypis ruficapilla,oreothlypis-ruficapilla,0,0,1,0,0010,1537,448
jordan-lake-state-recreation-area-new-hope-vireo-flavifrons,jordan-lake-state-recreation-area-new-hope,Yellow-throated Vireo,Vireo flavifrons,vireo-flavifrons,4,4,4,0,4440,1247,438
jordan-lake-state-recreation-area-new-hope-vireo-griseus,jordan-lake-state-recreation-area-new-hope,White-eyed Vireo,Vireo griseus,vireo-griseus,4,4,4,0,4440,1233,435
jordan-lake-state-recreation-area-new-hope-vireo-olivaceus,jordan-lake-state-recreation-area-new-hope,Red-eyed Vireo,Vireo olivaceus,vireo-olivaceus,5,5,5,0,5550,1257,441
jordan-lake-state-recreation-area-new-hope-vireo-philadelphicus,jordan-lake-state-recreation-area-new-hope,Philadelphia Vireo,Vireo philadelphicus,vireo-philadelphicus,0,0,3,0,0030,1256,440
jordan-lake-state-recreation-area-new-hope-vireo-solitarius,jordan-lake-state-recreation-area-new-hope,Blue-headed Vireo,Vireo solitarius,vireo-solitarius,4,2,4,3,4243,1250,437
jordan-lake-state-recreation-area-new-hope-cardellina-canadensis,jordan-lake-state-recreation-area-new-hope,Canada Warbler,Cardellina canadensis,cardellina-canadensis,3,0,3,0,3030,1602,483
jordan-lake-state-recreation-area-new-hope-setophaga-citrina,jordan-lake-state-recreation-area-new-hope,Hooded Warbler,Setophaga citrina,setophaga-citrina,5,5,5,0,5550,1600,481
jordan-lake-state-recreation-area-new-hope-cardellina-pusilla,jordan-lake-state-recreation-area-new-hope,Wilson's Warbler,Cardellina pusilla,cardellina-pusilla,1,0,1,0,1010,1601,482
jordan-lake-state-recreation-area-new-hope-zenaida-macroura,jordan-lake-state-recreation-area-new-hope,Mourning Dove,Zenaida macroura,zenaida-macroura,5,5,5,5,5555,556,322
jordan-lake-state-recreation-area-new-hope-zonotrichia-albicollis,jordan-lake-state-recreation-area-new-hope,White-throated Sparrow,Zonotrichia albicollis,zonotrichia-albicollis,5,0,5,5,5055,1726,520
jordan-lake-state-recreation-area-new-hope-zonotrichia-leucophrys,jordan-lake-state-recreation-area-new-hope,White-crowned Sparrow,Zonotrichia leucophrys,zonotrichia-leucophrys,3,0,3,3,3033,1728,521
richmond-hill-park-accipiter-cooperii,richmond-hill-park,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,4,2,4,2,4242,279,201
richmond-hill-park-accipiter-striatus,richmond-hill-park,Sharp-shinned Hawk,Accipiter striatus,accipiter-striatus,2,0,4,2,2042,278,200
richmond-hill-park-actitis-macularius,richmond-hill-park,Spotted Sandpiper,Actitis macularius,actitis-macularius,4,2,2,0,4220,397,244
richmond-hill-park-agelaius-phoeniceus,richmond-hill-park,Red-winged Blackbird,Agelaius phoeniceus,agelaius-phoeniceus,2,2,2,0,2220,1772,529
richmond-hill-park-aix-sponsa,richmond-hill-park,Wood Duck,Aix sponsa,aix-sponsa,4,4,4,2,4442,31,162
richmond-hill-park-anas-discors,richmond-hill-park,Blue-winged Teal,Anas discors,anas-discors,4,0,4,0,4040,42,168
richmond-hill-park-anas-platyrhynchos,richmond-hill-park,Mallard,Anas platyrhynchos,anas-platyrhynchos,4,4,4,4,4444,37,165
richmond-hill-park-archilochus-colubris,richmond-hill-park,Ruby-throated Hummingbird,Archilochus colubris,archilochus-colubris,4,4,4,0,4440,864,349
richmond-hill-park-ardea-herodias,richmond-hill-park,Great Blue Heron,Ardea herodias,ardea-herodias,4,4,4,2,4442,224,136
richmond-hill-park-baeolophus-bicolor,richmond-hill-park,Tufted Titmouse,Baeolophus bicolor,baeolophus-bicolor,5,5,5,5,5555,1343,397
richmond-hill-park-bombycilla-cedrorum,richmond-hill-park,Cedar Waxwing,Bombycilla cedrorum,bombycilla-cedrorum,4,4,4,2,4442,1525,429
richmond-hill-park-branta-canadensis,richmond-hill-park,Canada Goose,Branta canadensis,branta-canadensis,4,4,4,4,4444,22,161
richmond-hill-park-buteo-jamaicensis,richmond-hill-park,Red-tailed Hawk,Buteo jamaicensis,buteo-jamaicensis,5,5,5,4,5554,305,206
richmond-hill-park-buteo-lineatus,richmond-hill-park,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,2,2,2,2,2222,296,203
richmond-hill-park-buteo-platypterus,richmond-hill-park,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,4,4,5,0,4450,298,204
richmond-hill-park-butorides-virescens,richmond-hill-park,Green Heron,Butorides virescens,butorides-virescens,4,4,2,0,4420,238,144
richmond-hill-park-cardinalis-cardinalis,richmond-hill-park,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,4,5554,1755,488
richmond-hill-park-spinus-tristis,richmond-hill-park,American Goldfinch,Spinus tristis,spinus-tristis,5,5,5,5,5555,1868,551
richmond-hill-park-haemorhous-mexicanus,richmond-hill-park,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,2,2,2,2,2222,10371,544
richmond-hill-park-haemorhous-purpureus,richmond-hill-park,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,3,0,1,2,3012,10351,543
richmond-hill-park-cathartes-aura,richmond-hill-park,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
richmond-hill-park-catharus-fuscescens,richmond-hill-park,Veery,Catharus fuscescens,catharus-fuscescens,4,0,4,0,4040,1450,415
richmond-hill-park-catharus-guttatus,richmond-hill-park,Hermit Thrush,Catharus guttatus,catharus-guttatus,4,0,4,2,4042,1454,418
richmond-hill-park-catharus-minimus,richmond-hill-park,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,3,0,2,0,3020,1451,416
richmond-hill-park-catharus-ustulatus,richmond-hill-park,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,4,0,4,0,4040,1453,417
richmond-hill-park-certhia-americana,richmond-hill-park,Brown Creeper,Certhia americana,certhia-americana,3,0,3,3,3033,1351,401
richmond-hill-park-megaceryle-alcyon,richmond-hill-park,Belted Kingfisher,Megaceryle alcyon,megaceryle-alcyon,2,2,2,2,2222,912,353
richmond-hill-park-chaetura-pelagica,richmond-hill-park,Chimney Swift,Chaetura pelagica,chaetura-pelagica,4,4,5,0,4450,741,347
richmond-hill-park-charadrius-vociferus,richmond-hill-park,Killdeer,Charadrius vociferus,charadrius-vociferus,2,2,2,2,2222,384,235
richmond-hill-park-chordeiles-minor,richmond-hill-park,Common Nighthawk,Chordeiles minor,chordeiles-minor,2,2,4,0,2240,709,343
richmond-hill-park-coccyzus-americanus,richmond-hill-park,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,2,2,4,0,2240,644,330
richmond-hill-park-colaptes-auratus,richmond-hill-park,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,4,2,4442,979,361
richmond-hill-park-columba-livia,richmond-hill-park,Rock Pigeon,Columba livia,columba-livia,5,5,5,5,5555,536,319
richmond-hill-park-contopus-virens,richmond-hill-park,Eastern Wood-Pewee,Contopus virens,contopus-virens,4,4,4,0,4440,1132,365
richmond-hill-park-coragyps-atratus,richmond-hill-park,Black Vulture,Coragyps atratus,coragyps-atratus,2,2,2,3,2223,255,152
richmond-hill-park-corvus-brachyrhynchos,richmond-hill-park,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
richmond-hill-park-cyanocitta-cristata,richmond-hill-park,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
richmond-hill-park-setophaga-caerulescens,richmond-hill-park,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,4,0,5,0,4050,1549,454
richmond-hill-park-setophaga-castanea,richmond-hill-park,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,3,0,4,0,3040,1568,466
richmond-hill-park-setophaga-coronata,richmond-hill-park,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,5,0,5,2,5052,1550,455
richmond-hill-park-setophaga-discolor,richmond-hill-park,Prairie Warbler,Setophaga discolor,setophaga-discolor,2,0,2,0,2020,1565,464
richmond-hill-park-setophaga-dominica,richmond-hill-park,Yellow-throated Warbler,Setophaga dominica,setophaga-dominica,4,4,2,0,4420,1557,461
richmond-hill-park-setophaga-fusca,richmond-hill-park,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,4,0,4,0,4040,1556,460
richmond-hill-park-setophaga-magnolia,richmond-hill-park,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,2,0,5,0,2050,1547,452
richmond-hill-park-setophaga-palmarum,richmond-hill-park,Palm Warbler,Setophaga palmarum,setophaga-palmarum,2,0,4,0,2040,1567,465
richmond-hill-park-setophaga-pensylvanica,richmond-hill-park,Chestnut-sided Warbler,Setophaga pensylvanica,setophaga-pensylvanica,4,0,4,0,4040,1546,451
richmond-hill-park-setophaga-petechia,richmond-hill-park,Yellow Warbler,Setophaga petechia,setophaga-petechia,4,0,2,0,4020,1545,450
